Year,Month,Day,Temp at Recording,Dew Point / Frost Point,Wet Bulb Temp,Surface Temperature,Temperature Range,Temp Max,Temp Min,Specific Humidity,Relative Humidity,Precipitation
1991,5,13,18.92,14.58,16.75,18.37,11.31,24.25,12.94,10.62,78.56,0.67
1991,5,14,18.34,15.93,17.14,18.43,9.98,22.95,12.97,11.54,86.88,1.7
1991,5,15,17.8,12.09,14.94,17.33,14.27,24.2,9.94,8.91,71.75,0
1991,5,16,20.86,16.08,18.47,20.96,15.33,28.07,12.74,11.78,76.44,1.07
1991,5,17,17.85,15.41,16.63,18.27,16.16,25.04,8.87,11.47,86,12.54
1991,5,18,10.59,4.16,7.38,11.62,8.25,15.24,6.99,5.19,68,0.12
1991,5,19,13.01,5.83,9.42,13.64,15.59,20.96,5.37,5.8,67.56,0.04
1991,5,20,15.31,9.26,12.28,15.61,16.48,22.92,6.44,7.32,71,0.01
1991,5,21,17.58,12.59,15.08,17.94,15.73,24.95,9.22,9.22,75.88,0.01
1991,5,22,19.13,15.09,17.12,19.11,12.08,24.48,12.4,10.8,79,0
1991,5,23,21.93,16.25,19.08,21.78,15.3,28.86,13.56,11.66,73.38,0.07
1991,5,24,22.04,18.93,20.48,22.24,9.76,27.3,17.54,13.92,83.88,2.61
1991,5,25,21.71,19.01,20.36,21.97,8.51,25.77,17.26,13.92,85.56,4.84
1991,5,26,22.33,19.47,20.9,22.63,9.53,26.73,17.2,14.47,84.69,17.88
1991,5,27,22.57,20.69,21.63,22.8,6.45,26.11,19.65,15.5,89.62,4.88
1991,5,28,20.63,15.3,17.97,20.46,6.15,24.09,17.94,11.11,73.38,0.03
1991,5,29,20.58,16.78,18.69,20.32,10.77,25.6,14.83,12.27,79.44,3.48
1991,5,30,22.38,20.23,21.3,22.52,9.94,27.45,17.51,15.26,88.44,9.59
1991,5,31,21.9,19.73,20.82,22.21,8.16,25.92,17.76,14.71,88.19,5.19
1991,6,1,18.47,13.92,16.19,18.76,8.7,22.92,14.23,10.13,77.06,0.38
1991,6,2,17.59,10.69,14.14,16.87,10.09,22.6,12.51,8.18,65.56,0.58
1991,6,3,16.94,11.44,14.19,17.18,12.79,24.4,11.61,8.61,72.12,1.29
1991,6,4,13.89,10.26,12.08,14.78,8.63,18.18,9.55,7.93,80.44,2.11
1991,6,5,13.67,9.23,11.44,14.39,11.14,18.93,7.79,7.32,76.69,0.34
1991,6,6,15.1,8.31,11.7,14.77,12.52,21.1,8.58,6.9,67.25,0.02
1991,6,7,17.34,9.37,13.36,17.12,13.93,23.61,9.68,7.45,62.12,0
1991,6,8,18.16,12,15.08,18.58,14.71,24.63,9.92,8.91,70.25,0
1991,6,9,19.84,11.15,15.5,19.05,11.77,25.44,13.66,8.42,61.88,0.02
1991,6,10,21.95,14.94,18.44,22.15,13.09,28.09,15,10.74,66.56,2.95
1991,6,11,20.23,17.65,18.94,20.61,5.62,23.14,17.52,12.82,85.38,11.76
1991,6,12,17.46,13.13,15.3,17.99,13.03,23.73,10.7,9.83,77.06,8.38
1991,6,13,12.78,5.84,9.31,13.54,10.02,17.76,7.75,5.8,65.06,0
1991,6,14,17.41,9.46,13.44,17.46,17.66,25.25,7.58,7.51,63.81,0
1991,6,15,22.76,18.01,20.38,22.86,15.05,29.37,14.31,13.49,76.31,4.27
1991,6,16,23.6,20,21.8,23.69,7.32,27.62,20.3,14.95,81.44,1.35
1991,6,17,20.26,16.4,18.33,20.65,8.59,24.44,15.86,11.84,80,0.16
1991,6,18,22.38,17.79,20.08,22.65,13.66,28.93,15.26,12.88,77.06,0.01
1991,6,19,23.28,17.05,20.16,23.17,10.59,28.73,18.13,12.27,70.44,0
1991,6,20,21.87,12.46,17.17,22.14,12.62,28.32,15.69,9.28,60.44,0
1991,6,21,20.42,13.73,17.08,20.92,13.23,26.78,13.55,10.01,67.88,0.01
1991,6,22,17.15,12.19,14.66,17.91,7.02,20.66,13.64,9.03,74.12,0.17
1991,6,23,17.3,10.06,13.69,17.94,11.77,23.65,11.87,7.81,67.06,0
1991,6,24,19.51,10.93,15.23,19.49,14.2,26.13,11.94,8.24,63.19,0
1991,6,25,22.67,10.82,16.74,22.1,18.34,31.03,12.68,8.18,52.38,0
1991,6,26,23.7,13.68,18.69,23.4,16.61,31.4,14.8,9.89,57.38,0
1991,6,27,25.17,15.39,20.28,25.16,15.77,33.21,17.44,11.05,58.38,0
1991,6,28,26.05,15.9,20.98,26.15,13.64,32.51,18.87,11.41,56,0.03
1991,6,29,23.76,18.15,20.96,24.08,9.49,28.42,18.92,13.24,72.06,3.18
1991,6,30,18.63,13.8,16.21,19.34,9.73,22.98,13.25,10.13,75.94,4.21
1991,7,1,18.25,9.27,13.76,18.22,11.4,23.96,12.56,7.45,60.62,0
1991,7,2,18.08,11.48,14.78,18.3,10.88,23.19,12.31,8.67,67,0.49
1991,7,3,21.24,14.99,18.12,21.29,13.03,28.13,15.11,10.86,70.38,0.38
1991,7,4,22.3,18.01,20.15,22.62,11.49,28.69,17.2,13.12,78.75,8.52
1991,7,5,20.62,17.13,18.88,21.07,8.95,24.95,16.01,12.45,81.62,8.57
1991,7,6,24.14,18.02,21.08,23.83,11.44,29.65,18.21,13.18,71.81,9.5
1991,7,7,23.98,18.07,21.02,23.87,11.02,29.85,18.83,13.31,71.38,2.31
1991,7,8,23.26,16.58,19.92,23.51,9.2,27.4,18.21,12.21,68.94,2.19
1991,7,9,19.05,9.84,14.44,19.1,9.83,23.75,13.92,7.87,59.44,0
1991,7,10,19.49,9.65,14.57,19.58,14.59,26.41,11.82,7.63,57.19,0.03
1991,7,11,20.22,12.01,16.12,19.53,9.76,24.59,14.83,8.91,61.88,0.03
1991,7,12,21.43,10.57,16,21.3,14.41,27.59,13.18,8.18,55.38,0.86
1991,7,13,19.66,18.09,18.87,20.1,7.88,23.69,15.81,13.31,90.94,14.64
1991,7,14,19.82,13.41,16.62,19.87,10.45,25.21,14.76,9.83,69.94,0.09
1991,7,15,20.83,10.89,15.86,19.94,14.76,27.07,12.31,8.18,56.56,0
1991,7,16,22.42,9.93,16.17,22.15,18.12,31.13,13.01,7.69,50.44,0
1991,7,17,23.98,12.46,18.22,24.1,17.58,31.61,14.03,9.16,51.69,0.14
1991,7,18,25.96,18.68,22.32,25.83,12.7,32.3,19.61,13.73,65.88,1.27
1991,7,19,27.48,19.69,23.58,27.37,12.5,33.63,21.13,14.59,65.94,1.83
1991,7,20,27.72,19,23.36,27.69,13.63,34.52,20.89,13.98,62.25,0.65
1991,7,21,25.31,20.8,23.06,25.58,8.53,30.12,21.58,15.56,77.75,3.78
1991,7,22,26.67,19.2,22.94,26.72,13.47,33.44,19.98,14.22,69.12,6.4
1991,7,23,25.25,18.7,21.98,25.52,12.77,30.85,18.08,14.22,69.62,9.81
1991,7,24,21.58,11.59,16.59,22.07,13.16,28.28,15.12,8.73,57.5,0
1991,7,25,23.7,12.67,18.19,23.94,14.98,31.45,16.48,9.34,55.12,0.05
1991,7,26,19.86,13.68,16.77,20.42,10.18,24.65,14.48,9.95,69.44,0.61
1991,7,27,18.87,10.52,14.7,19.2,12.49,25.28,12.79,8,62.94,0
1991,7,28,20.09,10.51,15.3,20.07,13.45,26.89,13.44,8.06,59.44,0
1991,7,29,22.15,12.04,17.1,22.49,15.59,29.87,14.29,8.85,57.19,0.2
1991,7,30,22.65,13.81,18.23,22.92,15.27,30.47,15.19,10.07,61.31,1.72
1991,7,31,21.5,12.98,17.24,21.37,11.52,27.37,15.85,9.58,63.44,1.41
1991,8,1,24.1,13.64,18.87,24.18,14.36,30.82,16.46,9.95,53.56,0.15
1991,8,2,21.91,13.13,17.52,22.13,8.3,26.54,18.23,9.58,58.5,0.92
1991,8,3,19.94,17.1,18.51,20.19,6.23,23.03,16.8,12.39,84.25,11.25
1991,8,4,20.89,15.27,18.08,21.19,9.71,25.76,16.05,11.11,73,2.62
1991,8,5,18.48,11.9,15.19,18.97,8.86,23.5,14.64,8.85,68.94,1.23
1991,8,6,18.84,11.93,15.38,18.98,12.87,25.23,12.37,8.79,67.81,0.01
1991,8,7,20.55,12.52,16.54,20.18,13.13,27.25,14.12,9.09,63.88,0.06
1991,8,8,21.18,12.84,17.01,20.99,11.3,27.19,15.9,9.34,62.31,0.1
1991,8,9,18.12,16.76,17.44,18.6,5.25,21.18,15.94,12.21,91.88,43.65
1991,8,10,19.58,15.03,17.3,19.92,9.55,25,15.44,10.86,77.38,4.8
1991,8,11,19.41,14.75,17.08,19.8,8.42,23.94,15.52,10.62,76.38,1.3
1991,8,12,21.57,14.12,17.85,21.04,12.3,27.28,14.98,10.19,65.5,0.02
1991,8,13,23.55,13.25,18.4,22.95,15.05,31,15.96,9.64,56.06,0.02
1991,8,14,24.31,15.04,19.68,23.7,12.7,30.28,17.58,10.86,59,0.55
1991,8,15,23.14,16.29,19.72,22.93,9.88,28.48,18.6,11.78,67.56,1.92
1991,8,16,22.37,17.48,19.92,22.51,9.3,27.08,17.79,12.7,74.75,3.46
1991,8,17,24.83,15.11,19.98,24.92,12.54,31.39,18.86,10.93,58.25,0.2
1991,8,18,22.33,16.13,19.23,22.61,9.48,27.98,18.5,11.66,69.94,2.36
1991,8,19,18.78,16.05,17.41,19.29,9.31,22.82,13.51,11.6,85.12,5.12
1991,8,20,16.97,14.23,15.6,17.58,11.57,23.69,12.12,10.31,85.88,12.65
1991,8,21,18.82,14.97,16.9,19.19,10.73,25.24,14.51,10.8,81.25,4.51
1991,8,22,20.98,12.62,16.8,21.2,15.08,28.37,13.3,9.28,63.62,0.07
1991,8,23,20.36,14.62,17.49,20.65,11.85,26.02,14.16,10.5,72.75,0.51
1991,8,24,18.51,11.98,15.25,19,12.98,25.44,12.45,8.79,70.12,0
1991,8,25,21.26,14.51,17.89,21.53,14.24,28.08,13.85,10.38,67.56,0
1991,8,26,23.96,15.93,19.94,24.01,14.38,31.52,17.14,11.41,62.5,0
1991,8,27,24.94,15.13,20.04,24.56,15.02,32.9,17.89,10.86,58.06,0
1991,8,28,24.69,17.08,20.88,24.69,14.28,32.23,17.95,12.27,65.88,0
1991,8,29,25.18,17.37,21.27,24.65,12.9,32.15,19.25,12.51,64.88,0.13
1991,8,30,26.19,18.06,22.13,26.22,14.41,33.86,19.44,13.18,65.25,1.21
1991,8,31,20,14.83,17.41,20.55,11.98,23.77,11.8,11.23,74,6.93
1991,9,1,13.28,4.38,8.83,14.26,11.73,19.77,8.05,5.25,59.56,0
1991,9,2,16.17,4.92,10.55,16.76,17.66,25.15,7.5,5.43,53.12,0
1991,9,3,20.72,10.94,15.83,20.96,17.68,29.16,11.48,8.3,55.75,0.3
1991,9,4,18.98,15.15,17.07,18.89,8.84,22.74,13.9,10.99,79.38,8.97
1991,9,5,17.33,9.94,13.64,17.37,13.61,24.4,10.8,7.81,65.94,0
1991,9,6,19.1,9.38,14.24,19.01,14.71,27.12,12.4,7.39,58.12,0
1991,9,7,20.27,9.98,15.12,19.27,14.58,27.48,12.9,7.69,55.5,0
1991,9,8,21.28,12.5,16.89,20.75,14.02,28.43,14.41,9.09,60.19,0
1991,9,9,22.73,13.62,18.17,22.79,14.31,29.74,15.43,9.83,59.81,0.01
1991,9,10,22.8,17.68,20.24,22.83,9.27,28.01,18.73,12.94,73.81,6.94
1991,9,11,15.3,8.94,12.12,15.86,8.11,18.96,10.84,7.57,69.5,1.52
1991,9,12,15.11,4.87,9.99,14.55,12.56,22.33,9.76,5.43,53.81,0.01
1991,9,13,16.99,5.89,11.44,17.05,16.88,25.89,9.01,5.92,53.81,0.16
1991,9,14,18.09,10.11,14.1,18.05,13.79,25.26,11.48,7.81,63.38,0.42
1991,9,15,21.39,17.94,19.66,21.48,14.01,29.19,15.17,13.37,81.38,24.06
1991,9,16,25.98,19.79,22.88,25.8,11.35,31.97,20.62,14.65,70.88,2.97
1991,9,17,20.08,14.51,17.3,20.27,11.23,25.24,14.01,10.68,73,5.33
1991,9,18,20.01,15.01,17.51,19.94,15.73,28.89,13.16,11.05,76.38,7.82
1991,9,19,12.03,8.18,10.1,12.83,8.47,15.96,7.49,6.96,78.75,11.11
1991,9,20,9,4.11,6.55,9.85,8.45,13.59,5.15,5.13,73.62,0.97
1991,9,21,8.64,2.23,5.44,8.87,11.18,15.32,4.14,4.52,68.81,0.13
1991,9,22,11.97,2.94,7.45,12.46,16.05,19.93,3.87,4.76,58.06,0
1991,9,23,13.32,7.65,10.48,13.55,9.57,18.48,8.91,6.65,69.56,4.84
1991,9,24,11.9,6.04,8.97,12.12,11.36,17.87,6.51,5.92,70.94,5.74
1991,9,25,10.86,8.77,9.82,10.98,6.87,14.84,7.98,7.2,87.75,15.14
1991,9,26,11.94,6.83,9.38,12.26,10.13,18.07,7.94,6.35,73.25,2.26
1991,9,27,8.55,0.8,4.67,9.08,8.38,13.1,4.72,4.09,60.94,1.1
1991,9,28,6.58,1.49,4.04,6.73,9.02,11.98,2.97,4.27,73.69,0.66
1991,9,29,7.06,1.21,4.14,7.24,13.23,14.36,1.12,4.15,68.81,0.24
1991,9,30,7.69,-0.47,3.62,8.14,16.51,15.04,-1.47,3.72,62.25,2.41
1991,10,1,15.66,11.94,13.8,15.38,10.82,22.09,11.27,8.91,79.62,5.19
1991,10,2,18.64,12.7,15.67,18.41,11.38,25.17,13.79,9.34,71.81,1.64
1991,10,3,17.42,13.55,15.48,17.17,11.54,24.89,13.35,9.83,80.69,1.89
1991,10,4,16.43,14,15.21,15.94,10.52,22.08,11.57,10.13,86.19,1.79
1991,10,5,19.3,14.92,17.11,19.18,13.8,25.02,11.22,10.8,77.88,9.26
1991,10,6,9.69,4.08,6.89,10.35,8.18,14.3,6.12,5.31,70.19,3.25
1991,10,7,6.93,1.05,3.99,7.65,6.02,10.25,4.23,4.15,67.5,1.53
1991,10,8,9.88,1.57,5.73,10.13,11.23,16.7,5.48,4.33,58.69,0.02
1991,10,9,12.67,3.35,8.01,12.78,10.3,17.76,7.45,4.94,54.25,3.11
1991,10,10,10.69,7.03,8.86,10.26,11.84,17.59,5.75,6.35,79.44,4.37
1991,10,11,7.64,5.64,6.64,7.89,6.32,11.74,5.43,5.8,88.19,2.01
1991,10,12,7.15,3.23,5.19,7.29,9.98,12.44,2.46,4.88,78.44,0.4
1991,10,13,5.35,1.55,3.45,5.65,8.32,9.23,0.9,4.39,78.44,1.13
1991,10,14,5.28,-0.65,2.32,5.7,13.64,11.95,-1.69,3.66,69.19,0.01
1991,10,15,9.17,8.11,8.64,9.28,8.72,14.05,5.33,7.02,93.12,23.33
1991,10,16,6.39,2.04,4.21,6.01,8,11.73,3.74,4.52,76.62,2.48
1991,10,17,8.49,2.42,5.45,6.47,10.48,13.79,3.31,4.64,67.12,0.76
1991,10,18,10.26,5.91,8.08,10.08,14.88,18.83,3.95,5.92,77.56,0
1991,10,19,5.73,3.41,4.57,6.04,6.34,7.94,1.6,4.94,85.25,3.18
1991,10,20,3.55,-2.91,0.33,3.21,10.16,8.92,-1.24,3.05,65.75,0.01
1991,10,21,6.18,-0.91,2.63,6.43,9.34,10.5,1.16,3.6,62.06,0.21
1991,10,22,9.65,4.12,6.88,8.99,12.03,16.89,4.86,5.19,70.44,0
1991,10,23,13.67,9.12,11.39,13.48,15.52,22.35,6.83,7.39,75.75,0.01
1991,10,24,15.19,11.64,13.41,14.96,9.31,20.35,11.05,8.54,80.38,0.01
1991,10,25,17.06,12.9,14.98,16.78,8.45,22.37,13.92,9.34,77.38,0
1991,10,26,17.25,13.18,15.22,16.94,11.66,24.48,12.82,9.52,79.06,0.13
1991,10,27,14.86,13.01,13.94,14.74,14.52,22.13,7.61,9.52,89.69,2.8
1991,10,28,6.12,1.16,3.64,6.61,11.7,12.26,0.57,4.15,73.31,0.13
1991,10,29,2.69,-3.24,-0.27,3.25,14.07,11.43,-2.64,2.99,70.06,0
1991,10,30,4.75,-2.15,1.3,5.08,18.42,15.44,-2.98,3.3,66.62,0.01
1991,10,31,6.08,4.26,5.18,6.01,10.9,11.76,0.86,5.31,87.88,0
1991,11,1,9.73,7.55,8.64,9.8,12.58,17.46,4.88,6.59,87.12,0.02
1991,11,2,8.87,4.98,6.93,8.8,12.28,13.25,0.97,5.74,78.94,0.53
1991,11,3,1.15,-4.52,-1.69,1.66,10.02,6.04,-3.97,2.75,68.38,0.09
1991,11,4,-2.51,-7.08,-4.8,-1.81,5.97,0.95,-5.02,2.2,73.31,0.2
1991,11,5,-1.81,-7.27,-4.54,-1.62,8.19,3,-5.19,2.14,70,0.03
1991,11,6,1.88,-5.45,-1.78,2.18,10.2,8.03,-2.17,2.56,59.88,0.37
1991,11,7,-0.65,-2.32,-1.49,-0.27,3.49,1.02,-2.47,3.23,89.25,2.72
1991,11,8,-2.08,-5.42,-3.75,-2.07,6.52,2.09,-4.42,2.5,80.31,0.11
1991,11,9,-1.92,-7.25,-4.58,-2.39,8.31,3.28,-5.02,2.14,69.5,0
1991,11,10,-0.85,-5.29,-3.06,-0.7,10.72,5.46,-5.26,2.56,75.31,6.6
1991,11,11,0,-0.24,-0.12,0.23,1.01,0.4,-0.61,3.78,98.25,17.26
1991,11,12,-0.36,-0.74,-0.56,-0.17,3.84,1.04,-2.8,3.66,97.69,1.75
1991,11,13,0.69,0.41,0.55,0.78,2.45,2.34,-0.1,3.97,97.88,1.55
1991,11,14,3.14,2.03,2.58,2.59,9,9.19,0.19,4.46,92.81,0.27
1991,11,15,6.83,5.87,6.36,6.64,7.78,10.2,2.42,5.92,93.81,7.12
1991,11,16,4.15,0.93,2.54,4.07,10.98,8.64,-2.34,4.33,80.19,0.44
1991,11,17,-2.13,-7.46,-4.8,-2.72,8.6,2.65,-5.95,2.14,68.94,0
1991,11,18,2.08,-3.88,-0.91,2.06,12.31,8.56,-3.75,2.87,66.12,0.32
1991,11,19,10.86,7.8,9.33,10.46,13.38,17.78,4.4,6.96,81.75,0.21
1991,11,20,14.51,12.47,13.49,13.97,11.03,20.13,9.1,9.22,88.44,3.65
1991,11,21,6.79,4.88,5.83,6.33,4.91,9.58,4.66,5.49,88.06,5.24
1991,11,22,7.67,6.51,7.09,6.84,4.75,10.56,5.81,6.16,92.62,8.9
1991,11,23,7.12,6.38,6.75,7.03,3.6,8.84,5.24,6.1,95.06,1.28
1991,11,24,4.19,1.14,2.66,4.26,9.62,8.9,-0.72,4.52,81.25,9.2
1991,11,25,-0.48,-4.85,-2.67,-0.12,3.01,1.48,-1.52,2.69,72.44,2.35
1991,11,26,-2.21,-5.75,-3.98,-1.86,3.03,-0.52,-3.55,2.44,77.81,0.25
1991,11,27,-0.93,-5.21,-3.07,-0.85,8.52,3.26,-5.26,2.56,74.94,0.31
1991,11,28,3.19,1,2.1,3.11,7.89,7.19,-0.69,4.15,86,3.65
1991,11,29,3.75,2.47,3.11,3.47,7.55,7.75,0.2,4.58,91.94,6.04
1991,11,30,10.94,8.31,9.62,10.52,10.34,16.18,5.83,7.08,84.56,0.24
1991,12,1,4.44,1.62,3.03,4.28,3.81,6.19,2.37,4.33,82.56,0.79
1991,12,2,-0.51,-5.2,-2.85,-0.22,4.48,1.5,-2.98,2.62,71.31,5.79
1991,12,3,0.73,-0.03,0.35,0.78,7.34,4.15,-3.17,3.97,95,14.46
1991,12,4,-5.2,-7.19,-6.2,-4.69,5.16,-2.99,-8.15,2.26,87.88,3.47
1991,12,5,-5.76,-8.65,-7.2,-5.5,3.73,-4.34,-8.06,1.95,81.94,3.64
1991,12,6,-3.46,-4.8,-4.13,-4.15,7.65,-0.47,-8.11,2.69,92.19,2.75
1991,12,7,0.49,-0.26,0.12,0.25,10.46,3.43,-7.04,3.91,95.19,0.94
1991,12,8,4.23,4.24,4.23,3.69,6.02,7.15,1.12,5.25,99.06,0.57
1991,12,9,4.67,3.62,4.15,4.4,8.65,9.28,0.63,5.13,93.06,2.3
1991,12,10,0.3,-1.88,-0.8,0.17,5.88,4.01,-1.88,3.36,85.94,0.01
1991,12,11,1.12,0.1,0.61,0.85,7.12,5.63,-1.49,3.91,90.94,0.07
1991,12,12,3.76,1.94,2.85,3.29,8.87,7.48,-1.4,4.46,87.44,0.83
1991,12,13,7.14,5.9,6.52,6.66,6.95,10.54,3.59,5.92,92,4.38
1991,12,14,3.91,1.81,2.87,3.71,11.41,9.05,-2.37,4.7,86.81,2.19
1991,12,15,-3.83,-8.56,-6.2,-3.49,2.39,-2.84,-5.22,1.95,69.88,2.27
1991,12,16,-7.24,-10.49,-8.87,-7.31,6.1,-3.29,-9.4,1.65,78.81,4.59
1991,12,17,-5.87,-7.87,-6.87,-6.2,9.47,-0.95,-10.42,2.14,87.56,2.65
1991,12,18,-8.49,-10.85,-9.67,-8.56,9.27,-2.63,-11.89,1.65,84.81,0.64
1991,12,19,-10.49,-13.28,-11.89,-10.72,6.09,-7.31,-13.41,1.28,81.75,0.06
1991,12,20,-5.06,-7.45,-6.25,-5.53,9.24,-1.1,-10.35,2.14,85.62,0.3
1991,12,21,-0.03,-1.38,-0.7,-0.16,2.89,1.03,-1.86,3.48,90.69,3.52
1991,12,22,-0.52,-2.83,-1.67,-0.79,8.26,3.73,-4.52,3.11,85.56,0.02
1991,12,23,-0.07,-0.73,-0.4,-0.23,4.03,1.69,-2.35,3.72,95.56,2.08
1991,12,24,-6.94,-9.7,-8.32,-7.38,4.81,-3.69,-8.5,1.77,82.62,0.46
1991,12,25,-5.09,-6.45,-5.77,-5.5,3.7,-3.28,-6.98,2.32,93,0.93
1991,12,26,-4.11,-5.7,-4.91,-4.67,10.16,1.04,-9.11,2.5,90.62,0
1991,12,27,-2.41,-4.65,-3.52,-4.23,6.2,0.03,-6.17,2.69,85.94,0.17
1991,12,28,-2.93,-4.49,-3.71,-4.11,11,2.08,-8.92,2.75,89,0.25
1991,12,29,0.37,-0.17,0.1,0.15,2.22,1.33,-0.89,3.85,96.12,19.26
1991,12,30,-6.41,-8.38,-7.39,-7.69,9.62,-1.53,-11.16,2.01,88.5,0.86
1991,12,31,-8.38,-11.44,-9.92,-12.17,13.21,-0.89,-14.11,1.53,81.81,0
1992,1,1,-6.95,-9.04,-8,-8.28,13.13,0.93,-12.2,1.89,87.25,0.32
1992,1,2,-4.26,-4.42,-4.35,-4.87,10.77,1.57,-9.21,2.81,96.94,0.46
1992,1,3,1.8,1.37,1.58,1.52,7,6.01,-0.99,4.21,96.44,2.76
1992,1,4,0.3,-0.02,0.14,-0.02,2.59,1.71,-0.87,3.85,97.62,7.07
1992,1,5,0.5,0.2,0.35,0.35,2.96,1.93,-1.03,3.91,97.69,1.59
1992,1,6,-0.54,-1.6,-1.07,-0.52,2.55,0.84,-1.71,3.42,93.06,0.16
1992,1,7,-0.23,-1.64,-0.94,-0.29,7.36,2.3,-5.06,3.48,90.56,0.82
1992,1,8,-5.9,-8.64,-7.27,-6.14,5.24,-2.52,-7.77,1.95,82.94,0
1992,1,9,0.09,-0.86,-0.38,-0.21,9.62,4.27,-5.34,3.72,94,2.55
1992,1,10,-1.67,-3.27,-2.47,-1.67,5.8,0.9,-4.92,3.05,89.62,2.14
1992,1,11,-7.45,-9.35,-8.39,-8.11,5.16,-5.51,-10.67,1.83,89.12,0.74
1992,1,12,-4.09,-5.53,-4.81,-4.74,15.23,2.82,-12.41,2.75,91.19,0.71
1992,1,13,1.5,1.22,1.36,1.14,3.94,3.93,-0.01,4.27,96.69,3.03
1992,1,14,1.15,-0.5,0.33,1,20.2,10.26,-9.93,4.27,89.25,11.36
1992,1,15,-11.24,-14.34,-12.79,-11.15,2.95,-10.05,-13,1.16,78.81,0.84
1992,1,16,-15,-16.69,-15.85,-14.97,4.47,-12.95,-17.42,0.92,87.94,1.4
1992,1,17,-9.11,-10.79,-9.95,-9.27,10.66,-3.56,-14.22,1.71,90.06,3.34
1992,1,18,-10.98,-13.6,-12.28,-11.12,5.2,-8.22,-13.42,1.22,82.62,1.88
1992,1,19,-13.41,-15.45,-14.42,-13.63,4.12,-11.05,-15.17,1.04,86.38,0.88
1992,1,20,-10.2,-11.73,-10.97,-10.37,5.57,-7.37,-12.94,1.46,91.62,2.57
1992,1,21,-6.66,-7.75,-7.2,-7.07,9.77,-1.6,-11.37,2.14,94.81,2.57
1992,1,22,-7.3,-8.87,-8.08,-9.62,10.97,-2.35,-13.31,1.95,89.81,0.67
1992,1,23,0.29,-0.31,-0.01,-0.07,5.83,2.65,-3.18,3.91,96,8.77
1992,1,24,-4.81,-7.13,-5.97,-4.96,11.18,0.89,-10.29,2.38,85.06,2.56
1992,1,25,-13.49,-15.88,-14.68,-13.78,4.92,-10.7,-15.63,0.98,83.12,0.5
1992,1,26,-10.9,-12.42,-11.66,-12.34,9.04,-6.11,-15.15,1.4,91.19,0.56
1992,1,27,-6,-7.59,-6.79,-6.48,9.09,-1.15,-10.24,2.14,91.31,0.22
1992,1,28,-3.38,-4.99,-4.18,-5.17,10.38,2.59,-7.78,2.62,90.19,0.08
1992,1,29,-2.67,-3.43,-3.05,-3.06,7.15,1.69,-5.46,2.93,94.75,0.4
1992,1,30,-1.82,-2.91,-2.36,-2,6.68,1.22,-5.47,3.11,93.38,0.31
1992,1,31,-1.17,-2.27,-1.72,-1.2,6.12,1.88,-4.24,3.3,93.25,2.07
1992,2,1,-8.37,-10.11,-9.24,-8.21,6.18,-4.7,-10.88,1.71,90,0.59
1992,2,2,-8.33,-10.17,-9.24,-8.52,6.53,-4.42,-10.95,1.71,89.81,0.11
1992,2,3,-8.66,-11.09,-9.88,-10.69,9.23,-3.03,-12.27,1.59,85.62,0.14
1992,2,4,-4.4,-6.06,-5.23,-4.77,11.24,0.8,-10.44,2.56,89.81,4.7
1992,2,5,-8.17,-10.13,-9.15,-8.86,7.06,-4.9,-11.96,1.71,88.75,0.45
1992,2,6,-6.65,-8.69,-7.67,-8.62,13.67,0.05,-13.63,2.01,87.56,0.04
1992,2,7,-3.33,-4.94,-4.13,-3.62,8,0.66,-7.34,2.69,90.44,0.22
1992,2,8,-4.25,-5.67,-4.96,-4.46,7.25,-1.7,-8.95,2.56,91.88,1.94
1992,2,9,-11.75,-13.78,-12.77,-11.79,3.3,-9.54,-12.85,1.22,86.75,1.22
1992,2,10,-8.85,-11.41,-10.13,-9.65,10.3,-3.8,-14.11,1.53,84.12,0.03
1992,2,11,-4.91,-6.75,-5.83,-5.01,14.42,1.12,-13.31,2.38,88.5,1.82
1992,2,12,-14.43,-16.9,-15.67,-15.27,6.93,-11.15,-18.09,0.92,81.81,0
1992,2,13,-7.87,-9.61,-8.74,-8.02,16.45,-1.19,-17.64,1.95,89.12,1.86
1992,2,14,-3.26,-3.99,-3.63,-4.35,7.26,-0.22,-7.48,2.87,95.62,2.72
1992,2,15,-0.85,-1.67,-1.26,-1.17,9.34,2.53,-6.81,3.48,94.88,7.81
1992,2,16,0.83,0.02,0.43,0.71,3.45,2.4,-1.04,3.91,94.38,1.58
1992,2,17,0.69,-1.26,-0.29,0.49,6.67,4.98,-1.69,3.48,87.75,0.91
1992,2,18,2.22,0.86,1.54,2.04,7.75,6.45,-1.29,4.09,91.38,4.45
1992,2,19,4.59,3.76,4.17,4.36,9.16,11.21,2.04,5.13,94.5,0.64
1992,2,20,-0.81,-2.63,-1.72,-0.64,5.34,2.26,-3.09,3.17,88.19,0.7
1992,2,21,-0.58,-2.93,-1.75,-0.67,8.23,3.4,-4.83,3.11,85.19,1.85
1992,2,22,-0.04,-1.22,-0.63,-0.1,6.38,2.37,-4.01,3.54,91.19,3.71
1992,2,23,0.94,-0.6,0.17,1.04,7.83,5.05,-2.77,3.66,90.19,2.79
1992,2,24,0,-1.08,-0.54,0.15,5.15,2.49,-2.66,3.54,93,2.76
1992,2,25,1.51,0.16,0.83,1.53,4.41,4.34,-0.06,3.91,90.75,0.72
